s13,s48,s52,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,label,F,M,N,Y,N_1,Y_1,A,B,C,D,A_1,B_1,C_1,D_1,A_2,B_2,C_2,D_2,A_3,B_3,0,C_3,x,~1,a,b,c,d,op: A,op: B,op: C,op: D
1,0,1,10.68912271,1.6343310219999998,1,6.942003447,-32.77752889,0.007052898,-9.172334725,1.8503330040000001,5.207612386,8.114104878,1.776565327,0,0,0.532627065,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,10.99616069,1.452687331,8,3.658833533,-32.86670651,0.009903845,-8.710570189,1.872577795,5.525591423,11.17399847,1.511123206,0,0,0.9376874059999999,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,6.7497221960000005,0.606276345,0,2.389803189,-32.39857022,0.029635417999999997,-9.290657917,1.3863574319999998,2.583407343,3.7253067910000004,1.6331934280000002,0,0,0.47152156799999995,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,15.66033183,2.18731859,7,7.2021065239999995,-32.31651558,0.022675017000000002,-8.933974852,1.630379178,9.329670001,3.80623673,1.703980874,0,0,0.786048585,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,17.49085408,2.433687537,1,4.777666291,-32.35285021,0.026206797999999996,-9.162261518,1.932258309,3.833108966,6.3917737610000005,1.5440739190000001,0,0,0.9114775890000001,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,19.22282065,2.527289617,8,3.019302557,-32.511747,0.025443669,-8.937726942000001,1.7833375409999999,3.102184813,4.6064929580000005,1.5030128930000002,0,0,0.38231351799999996,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,4.55267641,1.363926917,3,2.387917185,-32.99528939,0.008414506,-9.366196079,1.471480634,6.232372627999999,4.0401116360000024,1.796504927,0,0,0.417921826,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,14.00336859,2.393274125,8,2.401625916,-32.3977993,0.008399456,-8.739702485,1.971432025,9.255765095,11.65384117,1.708015894,0,0,0.095928858,6,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,9.71431863,1.378762744,4,2.505016808,-32.57575585,0.016963278999999998,-9.17728281,1.485197244,6.12760664,6.061044775,1.707523116,0,0,0.96828163,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,20.47307261,3.0040584860000004,3,6.788774827999999,-32.64271919,0.027327688,-8.97188134,1.846013867,6.463412885,4.6705758280000005,1.5266061000000002,0,0,0.00020143,3,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,15.36896469,2.454860155,9,7.2177557110000015,-32.57467033,0.008670943,-8.831838928,1.873354815,4.403169946,8.044259789,1.5946383419999999,0,1,0.439857813,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,14.94869498,2.246893631,3,3.67062803,-32.3982455,0.023027038,-9.062975579,1.5869192319999998,6.395626265,6.104509021,1.56831764,0,0,0.811925534,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,17.10350913,2.666023415,1,3.7979280280000003,-32.35548422,0.016471526,-9.133528007,1.825075891,5.7055790129999995,3.99209556,1.8374896840000001,0,0,0.990982556,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,16.52893342,2.411856791,2,2.078808204,-32.34682871,0.027800557000000004,-9.037703262,2.0930507780000003,6.6950084720000005,5.405745959,1.8482895990000001,0,0,0.050271872999999995,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,15.56644115,2.188953848,8,7.246246813,-32.70874738,0.0109749,-8.92514138,1.905072741,8.683213893,11.44739318,1.771467224,0,0,0.73954185,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,16.93056754,2.517175171,3,2.8175288110000003,-32.32936237,0.022407075,-9.203756715,1.772554115,6.131957571,6.432133072,1.529855205,0,0,0.366491725,3,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,16.84488929,2.235839667,3,6.823322899,-32.33406511,0.022069541,-9.255582848,1.8355125380000001,6.300112723,5.634728312999999,1.677890008,0,0,0.87275024,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,16.22684645,2.519321778,6,8.182203192000001,-32.35669368,0.025425818,-9.041014494,1.826464384,5.660882859,6.052812437,1.5848822530000002,0,0,0.010847217,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,8.700356017999999,1.003150362,6,5.814688957,-32.45055598,0.017989832,-9.328137891,1.5478905040000002,3.874275124,3.908250563,1.6670022230000001,0,0,0.8428636159999999,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,14.8295818,2.23415853,3,6.710479082000001,-32.335995600000004,0.021845075,-9.246851692,1.590073745,7.666330972000001,5.337582642,1.73137481,0,0,0.9015705970000001,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,9.924967383,1.300010278,3,7.122289492999999,-32.33488277,0.027200387000000003,-9.143582415,1.7395173259999999,5.599293584,5.57128846,1.579003494,0,0,0.770966817,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,7.397764714,1.20464943,3,2.793063187,-32.82765955,0.017652807,-9.302236163,1.399347902,2.88256592,4.639756547,1.674321982,0,0,0.6420939689999999,3,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,12.40574393,2.042150082,6,7.311612058,-32.57604775,0.018758424,-8.76233879,1.77458434,8.932262497,9.508231464,1.570477743,0,0,0.69519253,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,7.653965672999999,0.718221925,3,8.003076365,-32.85772124,0.015046708999999997,-9.251346982000001,1.4096347040000001,8.376847456,4.850480857,1.878480854,0,0,0.19334479,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,9.230269731,1.5387625130000002,7,5.82345376,-32.89217407,0.007471315,-9.055546024,1.748981855,8.028837822,8.161117682999999,1.534824415,0,0,0.9830079820000001,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,0,1,7.935525767000001,1.520314865,7,2.339170488,-32.77680174,0.0014766529999999999,-9.007064394,1.524944605,2.867728638,6.180680255,1.689003315,0,0,0.20344676399999997,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,7.320583592,1.257437194,6,2.8821966039999998,-32.86675304,0.014629843,-9.269228807000001,1.504113464,3.1787075089999997,3.772811948,1.833173766,0,0,0.827634835,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,10.26180482,2.905968366,5,8.12723178,-32.574895,0.02994541,-9.199405365,1.670146271,3.2620524960000004,3.766600662,1.6430151830000002,0,0,0.21465071800000002,5,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,9.163184887,2.4099730790000002,3,2.131829418,-32.34800024,0.020942422,-9.20610141,1.818969012,8.354534987000001,3.9567308010000004,1.740991027,0,1,0.226991633,5,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,6.29934045,0.7734191659999999,3,2.599659419,-32.35646793,0.010301036,-9.238988013,1.488705647,3.132502067,4.905311871,1.883176279,0,0,0.7934117909999999,6,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,7.789389946,1.300188556,4,2.3511633880000002,-32.33143775,0.023474927000000003,-9.243087453,1.52548676,2.981789968,5.085615643,1.689684164,0,0,0.998573776,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,3.941280085,0.93490131,5,2.62120241,-32.87228244,0.012604701000000001,-9.402289094,1.5048775159999999,4.022465517,6.059465287,1.542141211,0,0,0.372038336,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,2.648481344,0.671943999,3,2.224120245,-32.37728001,0.017504298,-9.331082465,1.406415063,6.135269826,3.193097568,1.813607762,0,0,0.136165535,3,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,1,7.290448556,1.113452505,3,2.336067821,-32.39462631,0.017110365,-9.227198816,1.57802885,3.0647025039999995,3.6156155080000003,1.854428805,0,1,0.624748458,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,10.62911972,2.257736628,1,3.6406757639999996,-32.36524799,0.010382299000000001,-9.260591987,1.512011297,6.1350460689999995,5.556274964,1.858163486,0,1,0.31440498100000003,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,5.606928972,0.955815905,3,3.041269352,-32.8905191,0.010199046,-9.247615358,1.477671212,6.11715868,5.136678923,1.61764924,0,0,0.211253126,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,12.84670977,1.6945532730000001,6,7.197648111,-33.01467297,0.0077920709999999985,-8.95190202,1.582021746,8.979885287,11.04027912,1.602355357,0,1,0.684936731,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,13.49158246,2.308947281,7,6.947078557999999,-32.51048784,0.007861405,-8.960703002,1.809646743,3.749840208,7.9969589370000005,1.826932055,0,0,0.8327231690000001,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,1,7.697687216,1.0344359,6,1.903979874,-32.39699002,0.015719404,-9.292415445,1.5470693430000002,5.911571163,5.417817996,1.57619699,0,0,0.420216549,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,14.67274713,2.0304314690000003,6,2.8117140860000003,-32.85778739,0.022473273,-9.066804708,1.6406757980000002,4.804449962,4.859276858,1.642075631,0,0,0.26589872600000003,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,0,1,20.0773277,2.827836408,6,7.934156545,-32.35517139,0.018868838,-9.185569097,1.919129712,3.7937719039999998,3.816983997,1.846137855,0,0,0.717338447,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,16.39015568,2.300073284,6,6.78560664,-32.51106756,0.02451925,-8.922961113,1.6203660659999999,10.66342892,5.32620942,1.513237306,0,0,0.102016817,6,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,16.89763279,2.865167357,3,6.7677812489999996,-32.32078689,0.023372373999999998,-9.196217432000001,2.069199661,5.915124411,6.519987837,1.699261255,0,0,0.660991071,3,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,15.87904575,2.465987824,2,3.641188043,-32.35888602,0.022815766,-9.035070172000001,2.094764159,6.4128608389999995,6.0032143210000015,1.706604072,0,0,0.40021420799999996,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,12.06827059,2.0520187169999997,1,7.1933225720000005,-32.39454817,0.029775087000000002,-9.272509405,1.415332505,6.191340345,2.139775637,1.6820517990000001,0,0,0.36241223,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,7.102939157000001,0.878470277,7,5.937317673,-32.86102806,0.015992063,-9.235952632,1.467871409,3.449637608,3.7534488089999996,1.63696867,0,0,0.401353247,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,9.68330123,1.3537700480000001,3,2.623012833,-32.71129176,0.010141198,-9.171395342,1.4966605430000002,7.033313061,6.628046238,1.778900875,0,0,0.09194118300000001,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,4.235180893,0.956070208,6,2.683442861,-32.39354393,0.015067853999999999,-9.223026131000001,1.517320704,4.764631576,3.668347486,1.759589425,0,0,0.514621731,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,0,0,7.460078452,1.565514993,3,7.184626969,-32.70950599,0.010767618999999999,-9.238202034,1.5032072680000002,4.050709306,5.581074018,1.870868424,0,0,0.9399197840000001,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,15.29052104,2.3911585459999998,8,6.798151448,-32.9572628,0.009043416,-8.760446692,1.838925985,9.185732823,7.914343818,1.6220749190000001,0,0,0.882451781,6,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,14.70916803,2.223781025,3,8.151544477,-33.04880741,0.010588711,-9.079262598,1.8073930569999999,5.404586388999999,6.460883182000001,1.694584079,0,0,0.6736815140000001,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,8.016270147,1.530960012,3,3.081999408,-32.35399152,0.018892242,-9.300118039,1.5066316219999998,3.799018756,4.070857137,1.859505185,0,0,0.937849094,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,6.1536074329999995,1.271911353,3,2.534401947,-32.97401997,0.005652164,-9.153400077,1.388632141,3.130794217,6.461908857999999,1.751200911,0,0,0.725631426,4,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,10.05455319,1.789820145,6,7.272722806,-32.57439773,0.007495452,-8.909213784,1.6176161619999998,9.716374912000001,5.62389997,1.730106916,0,0,0.37480747200000003,6,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,19.90789708,1.93666952,3,3.727661462,-32.39536318,0.024560672000000002,-9.07379413,1.893364974,5.999352815,4.785986036000001,1.864023842,0,0,0.425027341,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,1,1,7.266216662000001,1.0646040079999999,6,8.002676867,-32.51224787,0.015254127,-9.215270992999999,1.514237777,5.59642993,3.8494022489999997,1.7878130269999999,0,0,0.271360434,5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,16.45875197,2.4773833659999998,8,6.781159491,-32.51255395,0.008128701,-8.754007891,1.714688098,10.04763699,11.62625364,1.777103383,0,0,0.795385082,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,12.90570012,2.136650442,7,6.184329871,-32.95876601,0.0037386959999999997,-9.057322032,1.6878511090000001,3.0303854660000002,7.735960262000001,1.621156768,0,0,0.14802195099999998,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,17.07948183,2.7271052780000002,3,3.57643819,-32.36552606,0.0254017,-8.998708987999999,1.8461460180000002,6.826183575,6.347061777,1.5691247519999998,0,0,0.776198939,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,7.086681294,1.077125073,6,3.857586057,-32.34442482,0.01431133,-9.248660018999999,1.5361958930000001,3.772592632,3.9301213689999996,1.5100208590000002,0,0,0.514006669,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,20.27127917,3.072871035,2,7.257528702999999,-32.34430199,0.029885485,-9.036769091,2.1633800880000003,5.791573095,6.963766719,1.865575882,0,0,0.878662528,4,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1,1,14.68645874,2.2522883190000003,3,2.903378509,-32.33247377,0.02417761,-9.23196323,1.77548811,6.869781752000001,5.404898935,1.521637682,0,0,0.721979149,6,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,1,6.126963119,1.157376559,6,3.7892164139999998,-32.84116472,0.016127191000000003,-9.243833989,1.47860677,3.460777512,5.5827778310000005,1.5228922619999998,0,0,0.289474108,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,10.01079888,1.155213269,6,7.2713017460000025,-32.87315836,0.006218097,-9.032548142000001,1.593126719,6.375177902999999,8.288350279,1.504515646,0,0,0.19544741399999999,3,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,15.40272854,2.599138396,9,8.386954512,-32.5775124,0.010285194000000001,-8.679629212,1.6420523530000002,8.92922824,11.40476836,1.687916282,0,0,0.17646883800000002,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,7.17158227,1.203423668,3,8.222861972,-32.45024166,0.013662256999999999,-9.289093459,1.452259204,3.359159187,4.831769479,1.565108405,0,0,0.762851463,3,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,4.006164132,0.697566272,3,3.0550161539999996,-32.95714393,0.021199539,-9.404156379,1.4713277340000002,3.7130428039999996,3.866238778,1.7971406109999999,0,0,0.6914694109999999,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,16.78386666,2.403879024,8,7.312621912000001,-32.39570838,0.011145413,-8.769048117,1.831084027,6.046725573,10.96758861,1.66095943,0,1,0.8048182359999999,6,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,15.87203487,1.6129178119999998,1,1.8719834309999999,-32.4524365,0.028134107000000002,-9.278880799,1.7690054519999998,5.298274698,4.728339445,1.6304645880000002,0,0,0.276329524,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,6.201661056,0.900382879,6,7.100982524,-32.39587447,0.017549218999999998,-9.218947039,1.61016616,8.03376688,4.720103041000001,1.821661456,0,0,0.754604798,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,13.35927519,2.7964402280000002,7,7.826200977999999,-32.57705947,0.018492219,-9.117474632,1.667743745,3.4384659139999996,6.614710649,1.878717873,0,0,0.8308348729999999,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,15.66987365,1.818682439,6,4.110581022,-32.33361498,0.017566672,-8.962756266,1.6495863309999999,3.5175210160000003,5.4516736539999995,1.6255767980000002,0,0,0.839909638,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,10.42171641,1.498832591,3,2.384648577,-32.37313303,0.029217081000000002,-9.281442217999999,1.4848371919999999,5.565059972,4.8693202000000015,1.68666075,0,0,0.204873389,4,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,18.01296303,3.05494801,1,6.715425913,-32.3447598,0.019548275,-9.087601892999999,1.5890008409999998,5.028579812,4.624485978,1.771051973,0,0,0.308057648,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,8.902544192,1.168659549,2,2.3027222519999997,-32.39364616,0.018744653,-9.2894906,1.4279013880000002,2.739142325,3.850841898,1.841089978,0,0,0.644865676,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,14.98598465,2.602779223,1,6.047764077999999,-32.35341031,0.01697651,-9.247692773999999,1.706285995,5.597792721,3.696325108,1.72960394,0,0,0.10346144199999999,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,6.522698411,1.119672781,6,2.862725793,-32.34653156,0.026087516,-9.249475894,1.642178137,5.5449749210000014,3.8319622410000003,1.821788842,0,0,0.425858719,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,4.538340425,0.816975352,4,2.34001017,-32.57609195,0.016022134,-9.061250785,1.513733959,3.242033181,4.79630673,1.5418448269999998,0,0,0.643679742,4,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,15.02793098,2.1809224869999997,3,2.952806277,-32.51226088,0.022907965,-9.252715204,1.512954946,6.058307729,4.609534061000001,1.8241767709999999,0,0,0.679392903,4,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,11.52575924,1.995264395,8,6.053315906,-32.64321024,0.004952689000000001,-8.683648977,1.6925156780000001,3.298389041,11.3176825,1.754512893,0,0,0.363609907,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,2.765185813,0.707791782,1,2.266462377,-32.87659188,0.01455141,-9.30622992,1.411296677,6.28163446,3.5958320710000002,1.755160307,0,0,0.013826141,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,1,1,10.627461,1.50475259,3,3.079126168,-32.33968214,0.021358626000000002,-9.175872701,1.8774640669999998,5.955425243,6.706217667000001,1.757449714,0,0,0.978457205,6,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,6.661669087999999,1.1294207509999998,6,3.971668357,-32.39485266,0.016111429,-9.237286826,1.54307655,4.467908602,3.861574211,1.5330925709999998,0,0,0.151653716,4,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,1,1,14.627282399999999,1.444795735,6,6.831088679,-32.34424764,0.027179762000000003,-9.197896794,1.8190582290000001,3.40316474,6.089878896,1.6016078619999998,0,0,0.078237889,3,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,1,11.77481492,2.0184788730000003,3,7.796346385,-32.64384978,0.017621986,-9.160706179,1.947375197,2.982279445,4.950339468999999,1.845843268,0,0,0.265440634,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1,1,1,10.46803647,1.644973884,6,2.474546567,-32.77843882,0.006146024,-8.995705733,1.6011016230000001,6.135666694,6.368036397000001,1.7753834119999998,0,0,0.218545152,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,7.567678787999999,0.998655133,3,5.0493378689999995,-32.85916617,0.000977029,-9.23764217,1.4636058859999999,6.175287295,4.941802828,1.6677946780000001,0,0,0.025722292999999997,3,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,6.749419091,1.936616179,6,3.8628292789999996,-32.33521016,0.018889095,-9.028291265,1.4803635519999998,3.4010641010000002,6.084534193,1.554736354,0,0,0.692474398,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,1,1,9.627807371,1.20839901,6,2.301683724,-32.77711553,0.002948188,-9.053315759,1.547863954,3.534997265,6.081665413,1.725948614,1,0,0.715330494,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
